   1.6624369599809841e-02   1.2102708984837753e-02   7.3648999999999997e-03   3.8595999999999999e-03   1.7263000000000001e-03   3.0508000000000000e-04   1.5443410639547867e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.5338713035913455e-02   5.4573993423351411e-03
   1.0173711563117782e-02   8.3191397893285154e-03   5.7819000000000004e-03   3.0977999999999999e-03   1.3878000000000000e-03   2.3739000000000000e-04   1.1533345318441687e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.7366406161048353e-02   1.0097089612985576e-02
   1.2400434732447396e-02   9.8670722635417450e-03   6.5446999999999996e-03   3.4908999999999999e-03   1.5747000000000001e-03   2.7724000000000000e-04   1.3926648160676814e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.1018270789344655e-02   7.7875508675023936e-03
   1.3526794825869127e-02   1.1895737680426927e-02   8.6916000000000007e-03   4.6477999999999997e-03   2.1042999999999999e-03   3.7180999999999998e-04   1.9009574214257018e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.4883584948014669e-02   1.0889260169946888e-02
   1.3952022860672002e-02   1.0526612792421893e-02   6.6100999999999998e-03   3.3682000000000000e-03   1.4797000000000000e-03   2.5442999999999999e-04   1.2520585673648078e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.3685823765233597e-02   6.1291229795069329e-03
   1.3476195350035499e-02   1.0885614288007188e-02   7.0365999999999996e-03   3.7228000000000001e-03   1.6523000000000000e-03   2.8655999999999999e-04   1.4242073194474438e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.0633967796708290e-02   7.6363434828301546e-03
   1.3795204098043246e-02   1.1145417865293989e-02   7.3073000000000001e-03   3.8481000000000001e-03   1.7561000000000000e-03   3.1423999999999997e-04   1.6077101071905358e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.1791152073800512e-02   6.8700725680232583e-03
   1.1243180569974165e-02   8.4901872252427513e-03   5.4405000000000000e-03   2.9193000000000001e-03   1.3167999999999999e-03   2.2981000000000000e-04   1.1265306973357817e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.2490634944961921e-02   7.2628327307644250e-03
   1.1987240848858735e-02   9.9708346598238982e-03   6.7257000000000003e-03   3.5592000000000002e-03   1.6056000000000000e-03   2.8310000000000000e-04   1.4247903459358672e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.9639960762866459e-02   8.0172065914194124e-03
   1.3420000041512866e-02   1.1327504852357898e-02   7.9956999999999997e-03   4.3512000000000004e-03   2.0238000000000001e-03   3.6719999999999998e-04   1.9023287958853653e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.8022471442572585e-02   9.3605845368408686e-03
   9.5577603312506174e-03   7.6660806004563917e-03   5.1729999999999996e-03   2.8999999999999998e-03   1.3196000000000000e-03   2.2826000000000001e-04   1.0993612793747780e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.7427442018680042e-02   1.0382504935150430e-02
   1.3426434231814900e-02   1.0320146938451014e-02   6.7952000000000004e-03   3.7287000000000002e-03   1.7190000000000000e-03   3.0320000000000000e-04   1.5026891423847576e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.9732563803834053e-02   9.3422767889773731e-03
   1.3265640289704454e-02   1.1304268137321180e-02   7.8486000000000007e-03   4.1654999999999999e-03   1.9058000000000000e-03   3.4353999999999998e-04   1.7857028978199692e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.9354086972482195e-02   8.1145335920084632e-03
   1.1991202161607366e-02   9.7240783205939860e-03   6.3616000000000002e-03   3.3089000000000000e-03   1.4714000000000001e-03   2.5735999999999999e-04   1.2827922232497437e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.1491904045597779e-02   6.8561808589724868e-03
   1.3191834285981089e-02   1.0543359436197096e-02   7.1545000000000003e-03   3.9294000000000004e-03   1.8259999999999999e-03   3.2969000000000000e-04   1.6771957076651888e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.9574499399965123e-02   8.9514586450704717e-03
   1.3237860639447064e-02   9.6820239311058189e-03   5.8199000000000002e-03   2.9732999999999999e-03   1.2876000000000001e-03   2.1938000000000000e-04   1.0655399679311597e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.5207093041897135e-02   5.2030034643972111e-03
   1.0189943190495048e-02   8.4896219542326679e-03   5.8840999999999997e-03   3.1752999999999998e-03   1.4296000000000001e-03   2.4810000000000001e-04   1.2197336305961788e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.7597040397899725e-02   9.6035597100938286e-03
   8.9186479562797464e-03   6.7115019993400065e-03   4.3946999999999996e-03   2.4802000000000001e-03   1.1218000000000001e-03   1.9090000000000001e-04   8.9075688302668235e-05   4.1200000000000000e+02   1.0000000000000000e+00  -3.9224098574121409e-02   1.0087155545562027e-02
   1.3783217567315459e-02   9.5260372659143160e-03   5.8481999999999996e-03   3.0538000000000002e-03   1.3450999999999999e-03   2.2854000000000000e-04   1.1002673005443670e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.4855454703839573e-02   6.5365860689507223e-03
   1.2758200286631853e-02   1.0501305621280207e-02   7.2399999999999999e-03   3.8310000000000002e-03   1.7500000000000000e-03   3.1420999999999999e-04   1.6169592548460839e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.0288249714371942e-02   7.9429818169604524e-03
   1.4718883138555109e-02   1.0537778928813054e-02   6.6295000000000000e-03   3.5192000000000001e-03   1.6077999999999999e-03   2.8486000000000001e-04   1.4238879286888412e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.4443272518480979e-02   6.5655474482895701e-03
   9.6656611983868251e-03   7.5183608647065988e-03   5.0321999999999997e-03   2.7514000000000002e-03   1.2344999999999999e-03   2.1175000000000000e-04   1.0093282756840995e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.9279519691103722e-02   9.3983395194442709e-03
   1.9670402023720879e-02   1.3385323179065109e-02   8.0354999999999992e-03   4.1355999999999997e-03   1.8450000000000001e-03   3.2058999999999999e-04   1.6127734289131162e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.6249670102666451e-02   5.6493384676347055e-03
   1.2605895280547586e-02   9.7340219204209936e-03   6.7311000000000003e-03   3.7041999999999999e-03   1.7323000000000000e-03   3.1134000000000001e-04   1.5886209865510916e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.0128451946487696e-02   9.4028897940740541e-03
   1.1254471188801900e-02   9.3767853668267273e-03   6.6458999999999997e-03   3.6262000000000000e-03   1.6670999999999999e-03   2.9598000000000000e-04   1.4907755468350993e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.7181092183109797e-02   1.0137730660571220e-02
   1.0972706587756577e-02   8.0520709990309098e-03   5.6590000000000000e-03   3.2612000000000001e-03   1.5368000000000001e-03   2.7092000000000001e-04   1.3353727892587321e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.8122199099497503e-02   1.2192618163066007e-02
   1.1195749417276236e-02   9.8158658905997571e-03   8.0368999999999996e-03   4.8231999999999997e-03   2.4110999999999998e-03   4.5671999999999998e-04   2.4511791920991613e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.0512867666508854e-02   1.5498903934543860e-02
   6.7180389934420022e-03   6.1662553861489451e-03   5.1152999999999997e-03   3.0450999999999998e-03   1.4628000000000000e-03   2.6200000000000003e-04   1.3181829882409797e-04   4.1200000000000000e+02   1.0000000000000000e+00  -2.5062880782388400e-02   1.7594174351374683e-02
   8.1230124621116517e-03   7.1275632429425671e-03   5.5877000000000001e-03   3.2978999999999999e-03   1.5865000000000000e-03   2.8075000000000002e-04   1.3892587321266705e-04   4.1200000000000000e+02   1.0000000000000000e+00  -2.7661886218696426e-02   1.6714736470372499e-02
   1.8525873719480841e-02   1.4480369168733373e-02   1.0106000000000000e-02   5.4799999999999996e-03   2.5311000000000001e-03   4.5175000000000000e-04   2.3507383891093096e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.9212183959815683e-02   1.0000635921089580e-02
   1.4982757692974538e-02   1.2291679977520341e-02   9.3594999999999998e-03   5.3867999999999997e-03   2.5755000000000001e-03   4.7579000000000002e-04   2.5393039815340849e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.6119162946091035e-02   1.2227014039178308e-02
   7.5243624753382563e-03   6.4683935649223999e-03   4.9109999999999996e-03   2.7891999999999999e-03   1.2742000000000001e-03   2.1931000000000001e-04   1.0583015922346890e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.1343717946462152e-02   1.3990300261502706e-02
   1.1835359480406059e-02   1.0182694580867811e-02   7.7028000000000001e-03   4.2655000000000002e-03   1.9572000000000001e-03   3.4590000000000001e-04   1.7574328032837286e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.3469386802759543e-02   1.2687077499013336e-02
   1.0933948351412998e-02   9.7496810823681519e-03   7.8361999999999998e-03   4.5525000000000001e-03   2.2284000000000002e-03   4.1748000000000002e-04   2.2325411291843639e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.2224155930262552e-02   1.3542698579676514e-02
   6.2834152619813113e-03   5.5540140559355794e-03   4.2058000000000000e-03   2.4271000000000002e-03   1.1272000000000001e-03   1.9338000000000000e-04   9.1150217638239739e-05   4.1200000000000000e+02   1.0000000000000000e+00  -2.8326887047434392e-02   1.5240963094613237e-02
   8.7210479191665996e-03   7.9698826568654606e-03   6.7136000000000001e-03   4.0322999999999999e-03   2.0021000000000001e-03   3.7342000000000001e-04   1.9646227057738402e-04   4.1200000000000000e+02   1.0000000000000000e+00  -2.6450325391969919e-02   1.7307428325193421e-02
   1.0584592039174874e-02   8.9115940233124649e-03   6.7571000000000003e-03   3.8918999999999998e-03   1.8407000000000000e-03   3.2222000000000002e-04   1.6146433509818000e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.1324769929660164e-02   1.4970897704762245e-02
   8.9923989827086614e-03   7.0144752164315767e-03   4.8149999999999998e-03   2.7520000000000001e-03   1.2876999999999999e-03   2.2602000000000001e-04   1.1032237072785743e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.7653393238894071e-02   1.1008470593410508e-02
   1.1335864182477418e-02   9.1521954846448331e-03   6.4672999999999996e-03   3.5996999999999999e-03   1.6465000000000000e-03   2.8915000000000001e-04   1.4493899475132496e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.7431760956371740e-02   1.0729874477294066e-02
   7.6198009088506201e-03   6.8065002811812285e-03   5.4203000000000003e-03   3.1259999999999999e-03   1.4801000000000000e-03   2.6198999999999998e-04   1.3060411471171846e-04   4.1200000000000000e+02   1.0000000000000000e+00  -2.8649687186396620e-02   1.5493892783737626e-02
   1.4835193096335108e-02   1.1305070656788388e-02   7.8282999999999998e-03   4.4389000000000000e-03   2.1063000000000002e-03   3.8125000000000002e-04   1.9584629284949664e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.8738041348889085e-02   1.0924021783933986e-02
   1.9066804135765499e-02   1.5014949288756720e-02   1.0670000000000001e-02   5.6861999999999998e-03   2.5644999999999999e-03   4.5543999999999999e-04   2.3817295051534426e-04   4.1200000000000000e+02   1.0000000000000000e+00  -3.9655944039144291e-02   9.5272295251054087e-03
   9.6944238504367460e-03   9.5127912250615072e-03   8.3561000000000000e-03   4.9715999999999996e-03   2.4274000000000001e-03   4.4637000000000002e-04   2.3616986544385671e-04   4.1200000000000000e+02   1.0000000000000000e+00  -2.2191277283557610e-02   1.8741116466550752e-02
   1.5824637152137746e-02   1.1695117082373850e-02   8.0265000000000006e-03   4.4054999999999997e-03   2.0826999999999998e-03   3.8035000000000000e-04   1.9954281910450995e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.2579070596666102e-02   8.4081801493981964e-03
   9.0844617537237417e-03   8.0331081221982799e-03   6.6391000000000002e-03   4.0032999999999996e-03   1.9913000000000001e-03   3.7271000000000000e-04   1.9637414406477286e-04   4.1200000000000000e+02   1.0000000000000000e+00  -2.8655855759600508e-02   1.6506468813083056e-02
   1.0522676495696787e-02   7.6891529179364867e-03   5.1527999999999999e-03   2.8319000000000000e-03   1.2731999999999999e-03   2.1911000000000001e-04   1.0591134387246827e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.1060712566500485e-02   9.2964986825480600e-03
   1.5089188689110727e-02   1.1863873786787240e-02   8.4936999999999999e-03   4.7166999999999999e-03   2.2292000000000002e-03   4.1088000000000002e-04   2.1762844281571805e-04   4.1200000000000000e+02   1.0000000000000000e+00  -4.0055984847915574e-02   9.4933248663822689e-03
